date,weekday,wday,month,year,d,event_type_1,event_type_2,snap_CA,snap_TX,snap_WI,FOODS,HOBBIES,HOUSEHOLD,days,Day_name,Week,Month,is_holiday,is_workingday
2011-09-04,Sunday,2,9,2011,d_219,,,1,0,0,19081.0,2284.0,5560.0,d_219,Sunday,35,9,0,0
2011-09-05,Monday,3,9,2011,d_220,National,,1,1,1,21743.0,2581.0,5834.0,d_220,Monday,36,9,1,0
2011-09-06,Tuesday,4,9,2011,d_221,,,1,1,1,18482.0,2744.0,4908.0,d_221,Tuesday,36,9,0,1
2011-09-07,Wednesday,5,9,2011,d_222,,,1,1,0,17462.0,2288.0,4695.0,d_222,Wednesday,36,9,0,1
2011-09-08,Thursday,6,9,2011,d_223,,,1,0,1,16918.0,2548.0,4582.0,d_223,Thursday,36,9,0,1
2011-09-09,Friday,7,9,2011,d_224,,,1,1,1,19975.0,2748.0,5523.0,d_224,Friday,36,9,0,1
2011-09-10,Saturday,1,9,2011,d_225,,,1,0,0,23036.0,3160.0,6834.0,d_225,Saturday,36,9,0,0
2011-09-11,Sunday,2,9,2011,d_226,,,0,1,1,24875.0,2949.0,6808.0,d_226,Sunday,36,9,0,0
2011-09-12,Monday,3,9,2011,d_227,,,0,1,1,19155.0,2257.0,4726.0,d_227,Monday,37,9,0,1
2011-09-13,Tuesday,4,9,2011,d_228,,,0,1,0,17899.0,2167.0,4579.0,d_228,Tuesday,37,9,0,1
2011-09-14,Wednesday,5,9,2011,d_229,,,0,0,1,16848.0,2283.0,4374.0,d_229,Wednesday,37,9,0,1
2011-09-15,Thursday,6,9,2011,d_230,,,0,1,1,19053.0,2543.0,4747.0,d_230,Thursday,37,9,0,1
2011-09-16,Friday,7,9,2011,d_231,,,0,0,0,18696.0,2550.0,5687.0,d_231,Friday,37,9,0,1
2011-09-17,Saturday,1,9,2011,d_232,,,0,0,0,22345.0,3198.0,6652.0,d_232,Saturday,37,9,0,0
2011-09-18,Sunday,2,9,2011,d_233,,,0,0,0,22705.0,2853.0,6476.0,d_233,Sunday,37,9,0,0
2011-09-19,Monday,3,9,2011,d_234,,,0,0,0,17218.0,2355.0,4794.0,d_234,Monday,38,9,0,1
2011-09-20,Tuesday,4,9,2011,d_235,,,0,0,0,16017.0,2250.0,4408.0,d_235,Tuesday,38,9,0,1
2011-09-21,Wednesday,5,9,2011,d_236,,,0,0,0,15245.0,2328.0,4223.0,d_236,Wednesday,38,9,0,1
2011-09-22,Thursday,6,9,2011,d_237,,,0,0,0,15254.0,2318.0,4287.0,d_237,Thursday,38,9,0,1
2011-09-23,Friday,7,9,2011,d_238,,,0,0,0,18562.0,2787.0,5357.0,d_238,Friday,38,9,0,1
2011-09-24,Saturday,1,9,2011,d_239,,,0,0,0,22717.0,2992.0,6757.0,d_239,Saturday,38,9,0,0
2011-09-25,Sunday,2,9,2011,d_240,,,0,0,0,23802.0,2919.0,6507.0,d_240,Sunday,38,9,0,0
2011-09-26,Monday,3,9,2011,d_241,,,0,0,0,17037.0,2492.0,4561.0,d_241,Monday,39,9,0,1
2011-09-27,Tuesday,4,9,2011,d_242,,,0,0,0,16115.0,2393.0,4280.0,d_242,Tuesday,39,9,0,1
2011-09-28,Wednesday,5,9,2011,d_243,,,0,0,0,15712.0,2316.0,4165.0,d_243,Wednesday,39,9,0,1
2011-09-29,Thursday,6,9,2011,d_244,,,0,0,0,15503.0,2462.0,4418.0,d_244,Thursday,39,9,0,1
2011-09-30,Friday,7,9,2011,d_245,,,0,0,0,20642.0,3363.0,6177.0,d_245,Friday,39,9,0,1
2011-10-01,Saturday,1,10,2011,d_246,,,1,1,0,27178.0,3938.0,8196.0,d_246,Saturday,39,10,0,0
2011-10-02,Sunday,2,10,2011,d_247,,,1,0,1,26994.0,3012.0,7208.0,d_247,Sunday,39,10,0,0
2011-10-03,Monday,3,10,2011,d_248,,,1,1,1,22299.0,2983.0,5173.0,d_248,Monday,40,10,0,1
2011-10-04,Tuesday,4,10,2011,d_249,,,1,0,0,18876.0,2569.0,4669.0,d_249,Tuesday,40,10,0,1
2011-10-05,Wednesday,5,10,2011,d_250,,,1,1,1,19340.0,2190.0,4383.0,d_250,Wednesday,40,10,0,1
2011-10-06,Thursday,6,10,2011,d_251,,,1,1,1,19367.0,2356.0,4343.0,d_251,Thursday,40,10,0,1
2011-10-07,Friday,7,10,2011,d_252,,,1,1,0,21904.0,2952.0,5129.0,d_252,Friday,40,10,0,1
2011-10-08,Saturday,1,10,2011,d_253,,,1,0,1,26152.0,3448.0,6330.0,d_253,Saturday,40,10,0,0
2011-10-09,Sunday,2,10,2011,d_254,,,1,1,1,26780.0,2864.0,6296.0,d_254,Sunday,40,10,0,0
2011-10-10,Monday,3,10,2011,d_255,National,,1,0,0,21598.0,2749.0,5054.0,d_255,Monday,41,10,1,0
2011-10-11,Tuesday,4,10,2011,d_256,,,0,1,1,20286.0,2764.0,4377.0,d_256,Tuesday,41,10,0,1
2011-10-12,Wednesday,5,10,2011,d_257,,,0,1,1,20503.0,2334.0,4577.0,d_257,Wednesday,41,10,0,1
2011-10-13,Thursday,6,10,2011,d_258,,,0,1,0,19143.0,2448.0,4525.0,d_258,Thursday,41,10,0,1
2011-10-14,Friday,7,10,2011,d_259,,,0,0,1,21228.0,2928.0,5729.0,d_259,Friday,41,10,0,1
2011-10-15,Saturday,1,10,2011,d_260,,,0,1,1,27704.0,3545.0,7177.0,d_260,Saturday,41,10,0,0
2011-10-16,Sunday,2,10,2011,d_261,,,0,0,0,26041.0,2983.0,7103.0,d_261,Sunday,41,10,0,0
2011-10-17,Monday,3,10,2011,d_262,,,0,0,0,19880.0,2549.0,5163.0,d_262,Monday,42,10,0,1
2011-10-18,Tuesday,4,10,2011,d_263,,,0,0,0,17184.0,2358.0,4660.0,d_263,Tuesday,42,10,0,1
2011-10-19,Wednesday,5,10,2011,d_264,,,0,0,0,15683.0,2565.0,4193.0,d_264,Wednesday,42,10,0,1
2011-10-20,Thursday,6,10,2011,d_265,,,0,0,0,15824.0,2306.0,4272.0,d_265,Thursday,42,10,0,1
2011-10-21,Friday,7,10,2011,d_266,,,0,0,0,18939.0,2890.0,5301.0,d_266,Friday,42,10,0,1
2011-10-22,Saturday,1,10,2011,d_267,,,0,0,0,23055.0,3413.0,6683.0,d_267,Saturday,42,10,0,0
2011-10-23,Sunday,2,10,2011,d_268,,,0,0,0,23194.0,3177.0,6505.0,d_268,Sunday,42,10,0,0
2011-10-24,Monday,3,10,2011,d_269,,,0,0,0,17135.0,2581.0,4800.0,d_269,Monday,43,10,0,1
2011-10-25,Tuesday,4,10,2011,d_270,,,0,0,0,15736.0,2361.0,4340.0,d_270,Tuesday,43,10,0,1
2011-10-26,Wednesday,5,10,2011,d_271,,,0,0,0,14886.0,2675.0,4581.0,d_271,Wednesday,43,10,0,1
2011-10-27,Thursday,6,10,2011,d_272,,,0,0,0,15679.0,2765.0,4538.0,d_272,Thursday,43,10,0,1
2011-10-28,Friday,7,10,2011,d_273,,,0,0,0,18609.0,3046.0,5225.0,d_273,Friday,43,10,0,1
2011-10-29,Saturday,1,10,2011,d_274,,,0,0,0,22851.0,3758.0,6610.0,d_274,Saturday,43,10,0,0
2011-10-30,Sunday,2,10,2011,d_275,,,0,0,0,22638.0,3022.0,6193.0,d_275,Sunday,43,10,0,0
2011-10-31,Monday,3,10,2011,d_276,Cultural,,0,0,0,15441.0,2808.0,4446.0,d_276,Monday,44,10,0,1
2011-11-01,Tuesday,4,11,2011,d_277,,,1,1,0,18137.0,2835.0,5067.0,d_277,Tuesday,44,11,0,1
2011-11-02,Wednesday,5,11,2011,d_278,,,1,0,1,17526.0,2616.0,4666.0,d_278,Wednesday,44,11,0,1
2011-11-03,Thursday,6,11,2011,d_279,,,1,1,1,19801.0,2985.0,5116.0,d_279,Thursday,44,11,0,1
2011-11-04,Friday,7,11,2011,d_280,,,1,0,0,19957.0,3014.0,5625.0,d_280,Friday,44,11,0,1
2011-11-05,Saturday,1,11,2011,d_281,,,1,1,1,26236.0,3734.0,6917.0,d_281,Saturday,44,11,0,0
2011-11-06,Sunday,2,11,2011,d_282,,,1,1,1,27911.0,3100.0,6876.0,d_282,Sunday,44,11,0,0
2011-11-07,Monday,3,11,2011,d_283,Religious,,1,1,0,20030.0,2437.0,4811.0,d_283,Monday,45,11,0,1
2011-11-08,Tuesday,4,11,2011,d_284,,,1,0,1,18567.0,2388.0,4233.0,d_284,Tuesday,45,11,0,1
2011-11-09,Wednesday,5,11,2011,d_285,,,1,1,1,19506.0,2457.0,4129.0,d_285,Wednesday,45,11,0,1
2011-11-10,Thursday,6,11,2011,d_286,,,1,0,0,18691.0,2602.0,4854.0,d_286,Thursday,45,11,0,1
2011-11-11,Friday,7,11,2011,d_287,National,,0,1,1,21652.0,2778.0,5325.0,d_287,Friday,45,11,1,0
2011-11-12,Saturday,1,11,2011,d_288,,,0,1,1,25772.0,3486.0,6664.0,d_288,Saturday,45,11,0,0
2011-11-13,Sunday,2,11,2011,d_289,,,0,1,0,26203.0,2688.0,6457.0,d_289,Sunday,45,11,0,0
2011-11-14,Monday,3,11,2011,d_290,,,0,0,1,19385.0,2663.0,4725.0,d_290,Monday,46,11,0,1
2011-11-15,Tuesday,4,11,2011,d_291,,,0,1,1,19738.0,2416.0,4547.0,d_291,Tuesday,46,11,0,1
2011-11-16,Wednesday,5,11,2011,d_292,,,0,0,0,17172.0,2373.0,4383.0,d_292,Wednesday,46,11,0,1
2011-11-17,Thursday,6,11,2011,d_293,,,0,0,0,16538.0,2350.0,4226.0,d_293,Thursday,46,11,0,1
2011-11-18,Friday,7,11,2011,d_294,,,0,0,0,18711.0,2764.0,5032.0,d_294,Friday,46,11,0,1
2011-11-19,Saturday,1,11,2011,d_295,,,0,0,0,23660.0,3229.0,6656.0,d_295,Saturday,46,11,0,0
2011-11-20,Sunday,2,11,2011,d_296,,,0,0,0,23044.0,3203.0,6506.0,d_296,Sunday,46,11,0,0
2011-11-21,Monday,3,11,2011,d_297,,,0,0,0,18295.0,2516.0,4763.0,d_297,Monday,47,11,0,1
2011-11-22,Tuesday,4,11,2011,d_298,,,0,0,0,18554.0,2285.0,4815.0,d_298,Tuesday,47,11,0,1
2011-11-23,Wednesday,5,11,2011,d_299,,,0,0,0,23261.0,2460.0,5066.0,d_299,Wednesday,47,11,0,1
2011-11-24,Thursday,6,11,2011,d_300,National,,0,0,0,14489.0,1140.0,2798.0,d_300,Thursday,47,11,1,0
2011-11-25,Friday,7,11,2011,d_301,,,0,0,0,16733.0,2631.0,4634.0,d_301,Friday,47,11,0,1
2011-11-26,Saturday,1,11,2011,d_302,,,0,0,0,17121.0,2948.0,5223.0,d_302,Saturday,47,11,0,0
2011-11-27,Sunday,2,11,2011,d_303,,,0,0,0,19262.0,2615.0,5257.0,d_303,Sunday,47,11,0,0
2011-11-28,Monday,3,11,2011,d_304,,,0,0,0,15668.0,2449.0,4261.0,d_304,Monday,48,11,0,1
2011-11-29,Tuesday,4,11,2011,d_305,,,0,0,0,14907.0,2769.0,3908.0,d_305,Tuesday,48,11,0,1
2011-11-30,Wednesday,5,11,2011,d_306,,,0,0,0,14770.0,2393.0,3926.0,d_306,Wednesday,48,11,0,1
2011-12-01,Thursday,6,12,2011,d_307,,,1,1,0,18321.0,3151.0,4796.0,d_307,Thursday,48,12,0,1
2011-12-02,Friday,7,12,2011,d_308,,,1,0,1,21160.0,3164.0,5403.0,d_308,Friday,48,12,0,1
2011-12-03,Saturday,1,12,2011,d_309,,,1,1,1,27404.0,4238.0,6487.0,d_309,Saturday,48,12,0,0
2011-12-04,Sunday,2,12,2011,d_310,,,1,0,0,25427.0,3318.0,6333.0,d_310,Sunday,48,12,0,0
2011-12-05,Monday,3,12,2011,d_311,,,1,1,1,21909.0,2623.0,4688.0,d_311,Monday,49,12,0,1
2011-12-06,Tuesday,4,12,2011,d_312,,,1,1,1,20495.0,2661.0,4111.0,d_312,Tuesday,49,12,0,1
2011-12-07,Wednesday,5,12,2011,d_313,,,1,1,0,18883.0,2581.0,3989.0,d_313,Wednesday,49,12,0,1
2011-12-08,Thursday,6,12,2011,d_314,,,1,0,1,19365.0,2747.0,4235.0,d_314,Thursday,49,12,0,1
2011-12-09,Friday,7,12,2011,d_315,,,1,1,1,21637.0,2955.0,4846.0,d_315,Friday,49,12,0,1
2011-12-10,Saturday,1,12,2011,d_316,,,1,0,0,25296.0,3417.0,6073.0,d_316,Saturday,49,12,0,0
2011-12-11,Sunday,2,12,2011,d_317,,,0,1,1,27114.0,2830.0,5799.0,d_317,Sunday,49,12,0,0
2011-12-12,Monday,3,12,2011,d_318,,,0,1,1,22015.0,2831.0,4305.0,d_318,Monday,50,12,0,1
2011-12-13,Tuesday,4,12,2011,d_319,,,0,1,0,20528.0,2443.0,3942.0,d_319,Tuesday,50,12,0,1
2011-12-14,Wednesday,5,12,2011,d_320,,,0,0,1,20201.0,2485.0,4108.0,d_320,Wednesday,50,12,0,1
2011-12-15,Thursday,6,12,2011,d_321,,,0,1,1,22490.0,2894.0,4260.0,d_321,Thursday,50,12,0,1
2011-12-16,Friday,7,12,2011,d_322,,,0,0,0,21275.0,2914.0,4696.0,d_322,Friday,50,12,0,1
2011-12-17,Saturday,1,12,2011,d_323,,,0,0,0,24797.0,3270.0,6092.0,d_323,Saturday,50,12,0,0
2011-12-18,Sunday,2,12,2011,d_324,,,0,0,0,23652.0,2802.0,5633.0,d_324,Sunday,50,12,0,0
2011-12-19,Monday,3,12,2011,d_325,,,0,0,0,19961.0,2627.0,4480.0,d_325,Monday,51,12,0,1
2011-12-20,Tuesday,4,12,2011,d_326,,,0,0,0,19255.0,2620.0,4387.0,d_326,Tuesday,51,12,0,1
2011-12-21,Wednesday,5,12,2011,d_327,,,0,0,0,19578.0,2763.0,4321.0,d_327,Wednesday,51,12,0,1
2011-12-22,Thursday,6,12,2011,d_328,,,0,0,0,20555.0,2945.0,4682.0,d_328,Thursday,51,12,0,1
2011-12-23,Friday,7,12,2011,d_329,,,0,0,0,25966.0,3350.0,5330.0,d_329,Friday,51,12,0,1
2011-12-24,Saturday,1,12,2011,d_330,,,0,0,0,23432.0,2580.0,3946.0,d_330,Saturday,51,12,0,0
2011-12-25,Sunday,2,12,2011,d_331,National,,0,0,0,13.0,0.0,0.0,d_331,Sunday,51,12,0,0
2011-12-26,Monday,3,12,2011,d_332,,,0,0,0,19210.0,3244.0,5578.0,d_332,Monday,52,12,1,0
2011-12-27,Tuesday,4,12,2011,d_333,,,0,0,0,17379.0,2538.0,4734.0,d_333,Tuesday,52,12,0,1
2011-12-28,Wednesday,5,12,2011,d_334,Religious,,0,0,0,17401.0,2548.0,4842.0,d_334,Wednesday,52,12,0,1
2011-12-29,Thursday,6,12,2011,d_335,,,0,0,0,17149.0,2427.0,4965.0,d_335,Thursday,52,12,0,1
2011-12-30,Friday,7,12,2011,d_336,,,0,0,0,23501.0,3581.0,6570.0,d_336,Friday,52,12,0,1
2011-12-31,Saturday,1,12,2011,d_337,,,0,0,0,25041.0,2849.0,5861.0,d_337,Saturday,52,12,0,0
2012-01-01,Sunday,2,1,2012,d_338,National,,1,1,0,15898.0,1825.0,4084.0,d_338,Sunday,52,1,0,0
2012-01-02,Monday,3,1,2012,d_339,,,1,0,1,23631.0,3082.0,6340.0,d_339,Monday,1,1,1,0
2012-01-03,Tuesday,4,1,2012,d_340,,,1,1,1,21115.0,2649.0,4987.0,d_340,Tuesday,1,1,0,1
2012-01-04,Wednesday,5,1,2012,d_341,,,1,0,0,18627.0,2526.0,4668.0,d_341,Wednesday,1,1,0,1
2012-01-05,Thursday,6,1,2012,d_342,,,1,1,1,21132.0,2433.0,4934.0,d_342,Thursday,1,1,0,1
2012-01-06,Friday,7,1,2012,d_343,,,1,1,1,22325.0,2957.0,5123.0,d_343,Friday,1,1,0,1
2012-01-07,Saturday,1,1,2012,d_344,Religious,,1,1,0,27327.0,3468.0,6348.0,d_344,Saturday,1,1,0,0
2012-01-08,Sunday,2,1,2012,d_345,,,1,0,1,27712.0,2708.0,6302.0,d_345,Sunday,1,1,0,0
2012-01-09,Monday,3,1,2012,d_346,,,1,1,1,21688.0,2203.0,4315.0,d_346,Monday,2,1,0,1
2012-01-10,Tuesday,4,1,2012,d_347,,,1,0,0,19807.0,2467.0,4366.0,d_347,Tuesday,2,1,0,1
2012-01-11,Wednesday,5,1,2012,d_348,,,0,1,1,21772.0,2844.0,4428.0,d_348,Wednesday,2,1,0,1
2012-01-12,Thursday,6,1,2012,d_349,,,0,1,1,18816.0,2110.0,3789.0,d_349,Thursday,2,1,0,1
2012-01-13,Friday,7,1,2012,d_350,,,0,1,0,21831.0,2631.0,5001.0,d_350,Friday,2,1,0,1
2012-01-14,Saturday,1,1,2012,d_351,,,0,0,1,26918.0,3371.0,6526.0,d_351,Saturday,2,1,0,0
2012-01-15,Sunday,2,1,2012,d_352,,,0,1,1,27677.0,2977.0,5805.0,d_352,Sunday,2,1,0,0
2012-01-16,Monday,3,1,2012,d_353,National,,0,0,0,22421.0,2797.0,5330.0,d_353,Monday,3,1,1,0
2012-01-17,Tuesday,4,1,2012,d_354,,,0,0,0,16683.0,1988.0,3516.0,d_354,Tuesday,3,1,0,1
2012-01-18,Wednesday,5,1,2012,d_355,,,0,0,0,18539.0,2508.0,4301.0,d_355,Wednesday,3,1,0,1
2012-01-19,Thursday,6,1,2012,d_356,,,0,0,0,17552.0,2414.0,4068.0,d_356,Thursday,3,1,0,1
2012-01-20,Friday,7,1,2012,d_357,,,0,0,0,19766.0,2419.0,5019.0,d_357,Friday,3,1,0,1
2012-01-21,Saturday,1,1,2012,d_358,,,0,0,0,27425.0,3827.0,7326.0,d_358,Saturday,3,1,0,0
2012-01-22,Sunday,2,1,2012,d_359,,,0,0,0,23909.0,2585.0,6093.0,d_359,Sunday,3,1,0,0
2012-01-23,Monday,3,1,2012,d_360,,,0,0,0,17725.0,2426.0,4551.0,d_360,Monday,4,1,0,1
2012-01-24,Tuesday,4,1,2012,d_361,,,0,0,0,16927.0,2462.0,4160.0,d_361,Tuesday,4,1,0,1
2012-01-25,Wednesday,5,1,2012,d_362,,,0,0,0,16204.0,2244.0,3960.0,d_362,Wednesday,4,1,0,1
2012-01-26,Thursday,6,1,2012,d_363,,,0,0,0,16251.0,2550.0,4436.0,d_363,Thursday,4,1,0,1
2012-01-27,Friday,7,1,2012,d_364,,,0,0,0,19221.0,2789.0,5189.0,d_364,Friday,4,1,0,1
2012-01-28,Saturday,1,1,2012,d_365,,,0,0,0,24127.0,3696.0,6539.0,d_365,Saturday,4,1,0,0
2012-01-29,Sunday,2,1,2012,d_366,,,0,0,0,24108.0,3212.0,6257.0,d_366,Sunday,4,1,0,0
2012-01-30,Monday,3,1,2012,d_367,,,0,0,0,18278.0,2227.0,4683.0,d_367,Monday,5,1,0,1
2012-01-31,Tuesday,4,1,2012,d_368,,,0,0,0,17948.0,2492.0,4684.0,d_368,Tuesday,5,1,0,1
2012-02-01,Wednesday,5,2,2012,d_369,,,1,1,0,20989.0,3012.0,5850.0,d_369,Wednesday,5,2,0,1
2012-02-02,Thursday,6,2,2012,d_370,,,1,0,1,20819.0,2682.0,5114.0,d_370,Thursday,5,2,0,1
2012-02-03,Friday,7,2,2012,d_371,,,1,1,1,25333.0,3308.0,6463.0,d_371,Friday,5,2,0,1
2012-02-04,Saturday,1,2,2012,d_372,,,1,0,0,30722.0,4026.0,8281.0,d_372,Saturday,5,2,0,0
2012-02-05,Sunday,2,2,2012,d_373,Sporting,,1,1,1,30180.0,3156.0,6739.0,d_373,Sunday,5,2,0,0
2012-02-06,Monday,3,2,2012,d_374,,,1,1,1,22951.0,2546.0,5184.0,d_374,Monday,6,2,0,1
2012-02-07,Tuesday,4,2,2012,d_375,,,1,1,0,20626.0,2438.0,5044.0,d_375,Tuesday,6,2,0,1
2012-02-08,Wednesday,5,2,2012,d_376,,,1,0,1,21170.0,2323.0,5086.0,d_376,Wednesday,6,2,0,1
2012-02-09,Thursday,6,2,2012,d_377,,,1,1,1,22467.0,2605.0,4855.0,d_377,Thursday,6,2,0,1
2012-02-10,Friday,7,2,2012,d_378,,,1,0,0,22101.0,2676.0,5086.0,d_378,Friday,6,2,0,1
2012-02-11,Saturday,1,2,2012,d_379,,,0,1,1,30252.0,3926.0,7579.0,d_379,Saturday,6,2,0,0
2012-02-12,Sunday,2,2,2012,d_380,,,0,1,1,31167.0,3283.0,7454.0,d_380,Sunday,6,2,0,0
2012-02-13,Monday,3,2,2012,d_381,,,0,1,0,24331.0,2335.0,5009.0,d_381,Monday,7,2,0,1
2012-02-14,Tuesday,4,2,2012,d_382,Cultural,,0,0,1,18774.0,2295.0,4031.0,d_382,Tuesday,7,2,0,1
2012-02-15,Wednesday,5,2,2012,d_383,,,0,1,1,19494.0,2484.0,4900.0,d_383,Wednesday,7,2,0,1
2012-02-16,Thursday,6,2,2012,d_384,,,0,0,0,17551.0,2579.0,5065.0,d_384,Thursday,7,2,0,1
2012-02-17,Friday,7,2,2012,d_385,,,0,0,0,18998.0,2860.0,5746.0,d_385,Friday,7,2,0,1
2012-02-18,Saturday,1,2,2012,d_386,,,0,0,0,25763.0,3581.0,7278.0,d_386,Saturday,7,2,0,0
2012-02-19,Sunday,2,2,2012,d_387,,,0,0,0,25964.0,3137.0,7237.0,d_387,Sunday,7,2,0,0
2012-02-20,Monday,3,2,2012,d_388,National,,0,0,0,21666.0,2430.0,6122.0,d_388,Monday,8,2,1,0
2012-02-21,Tuesday,4,2,2012,d_389,,,0,0,0,17853.0,2564.0,4773.0,d_389,Tuesday,8,2,0,1
2012-02-22,Wednesday,5,2,2012,d_390,Religious,,0,0,0,16958.0,2460.0,4697.0,d_390,Wednesday,8,2,0,1
2012-02-23,Thursday,6,2,2012,d_391,,,0,0,0,17631.0,2440.0,5140.0,d_391,Thursday,8,2,0,1
2012-02-24,Friday,7,2,2012,d_392,,,0,0,0,19849.0,2599.0,5422.0,d_392,Friday,8,2,0,1
2012-02-25,Saturday,1,2,2012,d_393,,,0,0,0,24666.0,3723.0,7380.0,d_393,Saturday,8,2,0,0
2012-02-26,Sunday,2,2,2012,d_394,,,0,0,0,25699.0,3314.0,7268.0,d_394,Sunday,8,2,0,0
2012-02-27,Monday,3,2,2012,d_395,,,0,0,0,19498.0,2440.0,5332.0,d_395,Monday,9,2,0,1
2012-02-28,Tuesday,4,2,2012,d_396,,,0,0,0,17124.0,2471.0,4764.0,d_396,Tuesday,9,2,0,1
2012-02-29,Wednesday,5,2,2012,d_397,Religious,,0,0,0,17347.0,2525.0,4930.0,d_397,Wednesday,9,2,0,1
2012-03-01,Thursday,6,3,2012,d_398,,,1,1,0,21248.0,3025.0,5959.0,d_398,Thursday,9,3,0,1
2012-03-02,Friday,7,3,2012,d_399,,,1,0,1,23537.0,3121.0,5885.0,d_399,Friday,9,3,0,1
2012-03-03,Saturday,1,3,2012,d_400,,,1,1,1,29739.0,3809.0,7771.0,d_400,Saturday,9,3,0,0
2012-03-04,Sunday,2,3,2012,d_401,,,1,0,0,29217.0,3462.0,7646.0,d_401,Sunday,9,3,0,0
2012-03-05,Monday,3,3,2012,d_402,,,1,1,1,24562.0,2635.0,5506.0,d_402,Monday,10,3,0,1
2012-03-06,Tuesday,4,3,2012,d_403,,,1,1,1,23686.0,2604.0,5242.0,d_403,Tuesday,10,3,0,1
2012-03-07,Wednesday,5,3,2012,d_404,,,1,1,0,20866.0,2586.0,5156.0,d_404,Wednesday,10,3,0,1
2012-03-08,Thursday,6,3,2012,d_405,Religious,,1,0,1,21797.0,2593.0,5369.0,d_405,Thursday,10,3,0,1
2012-03-09,Friday,7,3,2012,d_406,,,1,1,1,24112.0,2602.0,5608.0,d_406,Friday,10,3,0,1
2012-03-10,Saturday,1,3,2012,d_407,,,1,0,0,28103.0,3590.0,7866.0,d_407,Saturday,10,3,0,0
2012-03-11,Sunday,2,3,2012,d_408,,,0,1,1,29549.0,3292.0,7771.0,d_408,Sunday,10,3,0,0
2012-03-12,Monday,3,3,2012,d_409,,,0,1,1,24391.0,2481.0,5629.0,d_409,Monday,11,3,0,1
2012-03-13,Tuesday,4,3,2012,d_410,,,0,1,0,21406.0,2351.0,5343.0,d_410,Tuesday,11,3,0,1
2012-03-14,Wednesday,5,3,2012,d_411,,,0,0,1,20598.0,2247.0,4996.0,d_411,Wednesday,11,3,0,1
2012-03-15,Thursday,6,3,2012,d_412,,,0,1,1,22828.0,2643.0,5281.0,d_412,Thursday,11,3,0,1
2012-03-16,Friday,7,3,2012,d_413,,,0,0,0,22504.0,2804.0,5643.0,d_413,Friday,11,3,0,1
2012-03-17,Saturday,1,3,2012,d_414,Cultural,,0,0,0,26869.0,3552.0,7483.0,d_414,Saturday,11,3,0,0
2012-03-18,Sunday,2,3,2012,d_415,,,0,0,0,26962.0,3103.0,7629.0,d_415,Sunday,11,3,0,0
2012-03-19,Monday,3,3,2012,d_416,,,0,0,0,20626.0,2777.0,5784.0,d_416,Monday,12,3,0,1
2012-03-20,Tuesday,4,3,2012,d_417,,,0,0,0,18225.0,2430.0,4878.0,d_417,Tuesday,12,3,0,1
2012-03-21,Wednesday,5,3,2012,d_418,,,0,0,0,18902.0,2349.0,4976.0,d_418,Wednesday,12,3,0,1
2012-03-22,Thursday,6,3,2012,d_419,,,0,0,0,18815.0,2253.0,4947.0,d_419,Thursday,12,3,0,1
2012-03-23,Friday,7,3,2012,d_420,,,0,0,0,20793.0,2817.0,5445.0,d_420,Friday,12,3,0,1
2012-03-24,Saturday,1,3,2012,d_421,,,0,0,0,26487.0,3559.0,7043.0,d_421,Saturday,12,3,0,0
2012-03-25,Sunday,2,3,2012,d_422,,,0,0,0,27345.0,3133.0,7365.0,d_422,Sunday,12,3,0,0
2012-03-26,Monday,3,3,2012,d_423,,,0,0,0,19662.0,2321.0,5199.0,d_423,Monday,13,3,0,1
2012-03-27,Tuesday,4,3,2012,d_424,,,0,0,0,17673.0,2467.0,4509.0,d_424,Tuesday,13,3,0,1
2012-03-28,Wednesday,5,3,2012,d_425,,,0,0,0,17683.0,2376.0,4724.0,d_425,Wednesday,13,3,0,1
2012-03-29,Thursday,6,3,2012,d_426,,,0,0,0,16997.0,2366.0,4516.0,d_426,Thursday,13,3,0,1
2012-03-30,Friday,7,3,2012,d_427,,,0,0,0,21607.0,3145.0,5980.0,d_427,Friday,13,3,0,1
2012-03-31,Saturday,1,3,2012,d_428,,,0,0,0,26537.0,4013.0,7913.0,d_428,Saturday,13,3,0,0
2012-04-01,Sunday,2,4,2012,d_429,,,1,1,0,29224.0,3102.0,7457.0,d_429,Sunday,13,4,0,0
2012-04-02,Monday,3,4,2012,d_430,,,1,0,1,23227.0,2818.0,5314.0,d_430,Monday,14,4,0,1
2012-04-03,Tuesday,4,4,2012,d_431,,,1,1,1,24983.0,2767.0,5283.0,d_431,Tuesday,14,4,0,1
2012-04-04,Wednesday,5,4,2012,d_432,,,1,0,0,21111.0,2282.0,4925.0,d_432,Wednesday,14,4,0,1
2012-04-05,Thursday,6,4,2012,d_433,,,1,1,1,23815.0,2530.0,5023.0,d_433,Thursday,14,4,0,1
2012-04-06,Friday,7,4,2012,d_434,,,1,1,1,28602.0,3085.0,5858.0,d_434,Friday,14,4,0,1
2012-04-07,Saturday,1,4,2012,d_435,,,1,1,0,34587.0,3757.0,7294.0,d_435,Saturday,14,4,0,0
2012-04-08,Sunday,2,4,2012,d_436,Cultural,,1,0,1,27883.0,2290.0,6037.0,d_436,Sunday,14,4,0,0
2012-04-09,Monday,3,4,2012,d_437,,,1,1,1,23870.0,2672.0,5451.0,d_437,Monday,15,4,0,1
2012-04-10,Tuesday,4,4,2012,d_438,,,1,0,0,21164.0,2586.0,5050.0,d_438,Tuesday,15,4,0,1
